post_id,service_cible,texte_clean,langue,canal,region,sentiment_score,sentiment_label,categorie,date_post
POST_4f4f1bb457,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,WHATSAPP,DAKAR,-0.696,NEGATIF_FORT,TECHNIQUE,2026-05-09
POST_29c4fe27e0,ORANGE_MONEY,orange money dafa problem nekkul,WO,RECLAMATION,THIES,-0.726,NEGATIF_FORT,TECHNIQUE,2026-05-11
POST_f2c44914af,WAVE,wave the best mobile money service fast and reliable,EN,FACEBOOK,KAOLACK,0.69,POSITIF,POSITIF,2026-05-26
POST_e8ea336402,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,SAINT_LOUIS,-0.075,NEGATIF,AUTRE,2026-05-06
POST_b2d0453850,WAVE,frais wave trop cher orange money moins cher,FR,FACEBOOK,KAOLACK,-0.71,NEGATIF_FORT,TARIF,2026-05-28
POST_28d5b7304c,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,DAKAR,-0.075,NEGATIF,AUTRE,2026-05-15
POST_33297ea823,TER,ter retard encore infos temps réel impossible,FR,WHATSAPP,THIES,-0.646,NEGATIF_FORT,AUTRE,2026-05-11
POST_977e4a2970,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,SAINT_LOUIS,-0.003,NEGATIF,TECHNIQUE,2026-05-18
POST_8b43bb1120,ORANGE_MONEY,orange money dafa problem nekkul,WO,FACEBOOK,KAOLACK,-0.678,NEGATIF_FORT,TECHNIQUE,2026-05-29
POST_9b447de5c1,WAVE,wave the best mobile money service fast and reliable,EN,TWITTER,DAKAR,0.742,POSITIF,POSITIF,2026-05-26
POST_8d854e08b5,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,RECLAMATION,DAKAR,-0.764,NEGATIF_FORT,TECHNIQUE,2026-05-08
POST_1f91590ad6,SEN_EAU,facture sen eau anormalement élevée,FR,TWITTER,DAKAR,0.04,NEUTRE,AUTRE,2026-05-10
POST_8903aa5c13,SENELEC,application senelec bien paiement facile maintenant,FR,FACEBOOK,DAKAR,0.601,POSITIF,POSITIF,2026-05-08
POST_688e208f32,TER,ter ponctuel voyage confortable,FR,WHATSAPP,SAINT_LOUIS,-0.089,NEGATIF,AUTRE,2026-05-22
POST_9e2d87b1f3,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,THIES,-0.026,NEGATIF,AUTRE,2026-05-14
POST_60ce834605,WAVE,wave the best mobile money service fast and reliable,EN,FACEBOOK,KAOLACK,0.762,POSITIF,POSITIF,2026-05-07
POST_b4818302f1,SENELEC,senelec problem dafa metti,WO,WHATSAPP,DAKAR,-0.65,NEGATIF_FORT,AUTRE,2026-05-22
POST_a40727e7f0,ORANGE_MONEY,les frais cachés orange,FR,FACEBOOK,THIES,-0.926,NEGATIF_FORT,TARIF,2026-05-02
POST_143a7e77fc,WAVE,wave dafa dafa yomb,WO,WHATSAPP,KAOLACK,0.849,POSITIF,POSITIF,2026-05-09
POST_79cf034fdc,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,FACEBOOK,DAKAR,0.191,NEUTRE,POSITIF,2026-05-21
POST_7a6733082d,SEN_EAU,sen eau problem dafa neka,WO,WHATSAPP,THIES,-0.716,NEGATIF_FORT,AUTRE,2026-05-09
POST_ed71066167,TER,ter retard encore infos temps réel impossible,FR,RECLAMATION,DAKAR,-0.724,NEGATIF_FORT,AUTRE,2026-05-30
POST_e7f60e5962,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,RECLAMATION,DAKAR,-0.536,NEGATIF_FORT,TECHNIQUE,2026-05-02
POST_6d7c1efac6,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,SAINT_LOUIS,0.069,NEUTRE,TECHNIQUE,2026-05-09
POST_9216930e29,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,FACEBOOK,DAKAR,0.834,POSITIF,POSITIF,2026-05-14
POST_15dcfe565a,WAVE,wave dafa duma gënn xaalis,WO,RECLAMATION,DAKAR,-0.868,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_b19c1aea27,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,THIES,0.064,NEUTRE,AUTRE,2026-05-25
POST_913e849797,WAVE,wave rapide meilleur service mobile money sénégal,FR,WHATSAPP,ZIGUINCHOR,0.747,POSITIF,POSITIF,2026-05-24
POST_e8c3917c80,TER,ter bondé aux heures prévoir extension nécessaire,FR,FACEBOOK,SAINT_LOUIS,-0.045,NEGATIF,AUTRE,2026-05-17
POST_676212d491,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,FACEBOOK,ZIGUINCHOR,-0.57,NEGATIF_FORT,AUTRE,2026-05-24
POST_5e5886e0e3,SEN_EAU,est revenue après sen eau enfin réactif,FR,FACEBOOK,ZIGUINCHOR,0.057,NEUTRE,AUTRE,2026-05-24
POST_3f3035cbc8,ORANGE_MONEY,orange money cher dafa neka,WO,FACEBOOK,ZIGUINCHOR,-0.832,NEGATIF_FORT,TARIF,2026-05-19
POST_f75bfe0a1c,SEN_EAU,est revenue après sen eau enfin réactif,FR,WHATSAPP,THIES,0.056,NEUTRE,AUTRE,2026-05-08
POST_fc6b1e49e3,SEN_EAU,facture sen eau anormalement élevée,FR,WHATSAPP,KAOLACK,0.07,NEUTRE,AUTRE,2026-05-30
POST_5fe5f6c6d1,FREE_MONEY,free money problem duma gënn,WO,WHATSAPP,THIES,-0.506,NEGATIF_FORT,AUTRE,2026-05-06
POST_7052427bdd,SEN_EAU,facture sen eau anormalement élevée,FR,WHATSAPP,ZIGUINCHOR,-0.071,NEGATIF,AUTRE,2026-05-20
POST_e866c52e01,TER,ter bondé aux heures prévoir extension nécessaire,FR,TWITTER,SAINT_LOUIS,-0.052,NEGATIF,AUTRE,2026-05-16
POST_595efb4067,SEN_EAU,pas depuis jours sen eau répond pas,FR,TWITTER,THIES,0.037,NEUTRE,AUTRE,2026-05-19
POST_8f567ce20c,ORANGE_MONEY,orange money dafa problem nekkul,WO,FACEBOOK,ZIGUINCHOR,-0.731,NEGATIF_FORT,TECHNIQUE,2026-05-27
POST_f6ac8c8d4e,TER,ter ponctuel voyage confortable,FR,FACEBOOK,DAKAR,0.088,NEUTRE,AUTRE,2026-05-15
POST_bd1af1d6b8,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,RECLAMATION,ZIGUINCHOR,-0.834,NEGATIF_FORT,AUTRE,2026-05-11
POST_57e5635e82,SEN_EAU,sen eau service client attente interminable,FR,RECLAMATION,DAKAR,-0.066,NEGATIF,SERVICE_CLIENT,2026-05-17
POST_f43e8bb8c9,FREE_MONEY,free money dafa baax mais support dafa teye,WO,WHATSAPP,DAKAR,-0.013,NEGATIF,TECHNIQUE,2026-05-12
POST_9d733c2963,SEN_EAU,facture sen eau anormalement élevée,FR,FACEBOOK,THIES,0.011,NEUTRE,AUTRE,2026-05-01
POST_cf3a52f522,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,FACEBOOK,DAKAR,0.764,POSITIF,POSITIF,2026-05-24
POST_59c36f0d14,SENELEC,facture senelec frais anormaux mois,FR,RECLAMATION,DAKAR,-0.089,NEGATIF,TARIF,2026-05-23
POST_972cf23a2e,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,FACEBOOK,THIES,0.739,POSITIF,POSITIF,2026-05-27
POST_b68b288a9c,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,ZIGUINCHOR,-0.044,NEGATIF,AUTRE,2026-05-18
POST_0c820494c0,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,SAINT_LOUIS,-0.827,NEGATIF_FORT,AUTRE,2026-05-26
POST_26e9c8adfe,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,KAOLACK,0.034,NEUTRE,TECHNIQUE,2026-05-16
POST_37d9c2703e,TER,application ter bug impossible ticket,FR,TWITTER,ZIGUINCHOR,-0.672,NEGATIF_FORT,TECHNIQUE,2026-05-01
POST_a09bbed7d8,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,TWITTER,SAINT_LOUIS,0.677,POSITIF,POSITIF,2026-05-23
POST_0ac466bfbf,TER,ter pratique rapide entre dakar top,FR,TWITTER,DAKAR,0.705,POSITIF,POSITIF,2026-05-05
POST_807697a8c4,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,ZIGUINCHOR,-0.028,NEGATIF,AUTRE,2026-05-02
POST_160680b910,WAVE,wave remboursé top,FR,RECLAMATION,ZIGUINCHOR,0.801,POSITIF,POSITIF,2026-05-08
POST_420c816ec3,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,RECLAMATION,SAINT_LOUIS,0.765,POSITIF,POSITIF,2026-05-16
POST_9a212d04ed,TER,ter dafa rafet,WO,WHATSAPP,ZIGUINCHOR,0.832,POSITIF,POSITIF,2026-05-09
POST_70c9e5e47e,SEN_EAU,est revenue après sen eau enfin réactif,FR,TWITTER,ZIGUINCHOR,0.048,NEUTRE,AUTRE,2026-05-29
POST_bc707dc1df,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,TWITTER,SAINT_LOUIS,0.828,POSITIF,POSITIF,2026-05-30
POST_bfb727783b,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,KAOLACK,-0.865,NEGATIF_FORT,AUTRE,2026-05-19
POST_31884a1fe4,SEN_EAU,sen eau service client attente interminable,FR,RECLAMATION,KAOLACK,0.08,NEUTRE,SERVICE_CLIENT,2026-05-06
POST_4c0b293643,TER,ter bondé aux heures prévoir extension nécessaire,FR,FACEBOOK,THIES,-0.038,NEGATIF,AUTRE,2026-05-20
POST_9d5073c294,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,KAOLACK,0.094,NEUTRE,SERVICE_CLIENT,2026-05-02
POST_7d7d861da8,WAVE,frais wave trop cher orange money moins cher,FR,RECLAMATION,THIES,-0.799,NEGATIF_FORT,TARIF,2026-05-08
POST_94a8f31ea5,ORANGE_MONEY,orange money encore panne inacceptable,FR,TWITTER,DAKAR,-0.916,NEGATIF_FORT,TECHNIQUE,2026-05-26
POST_956d5623e5,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,TWITTER,DAKAR,-0.559,NEGATIF_FORT,TECHNIQUE,2026-05-29
POST_ce92699581,WAVE,transaction wave argent débité sans confirmation,FR,WHATSAPP,THIES,-0.027,NEGATIF,AUTRE,2026-05-08
POST_e05afcbd80,TER,application ter bug impossible ticket,FR,FACEBOOK,SAINT_LOUIS,-0.57,NEGATIF_FORT,TECHNIQUE,2026-05-05
POST_1301089705,SEN_EAU,sen eau problem dafa neka,WO,FACEBOOK,ZIGUINCHOR,-0.673,NEGATIF_FORT,AUTRE,2026-05-13
POST_63420fa0d7,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,FACEBOOK,DAKAR,-0.599,NEGATIF_FORT,AUTRE,2026-05-20
POST_4ada8d92c6,TER,ter retard encore infos temps réel impossible,FR,TWITTER,DAKAR,-0.721,NEGATIF_FORT,AUTRE,2026-05-07
POST_1574937f82,SEN_EAU,sen eau problem dafa neka,WO,TWITTER,ZIGUINCHOR,-0.777,NEGATIF_FORT,AUTRE,2026-05-03
POST_fe58a52123,SENELEC,facture senelec frais anormaux mois,FR,RECLAMATION,DAKAR,0.01,NEUTRE,TARIF,2026-05-30
POST_9f83c0e8a0,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,WHATSAPP,THIES,0.794,POSITIF,POSITIF,2026-05-17
POST_43ffe9dbe4,FREE_MONEY,compte free money bloqué sans explication support,FR,FACEBOOK,KAOLACK,-0.74,NEGATIF_FORT,TECHNIQUE,2026-05-11
POST_0bf20ea92a,SENELEC,senelec dafa xam dina tax,WO,RECLAMATION,KAOLACK,-0.887,NEGATIF_FORT,TECHNIQUE,2026-05-30
POST_9c913b0dfa,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,TWITTER,KAOLACK,0.813,POSITIF,POSITIF,2026-05-17
POST_f1257505fd,WAVE,wave the best mobile money service fast and reliable,EN,TWITTER,ZIGUINCHOR,0.667,POSITIF,POSITIF,2026-05-22
POST_6873fee466,WAVE,encore une fois wave inadmissible,FR,WHATSAPP,KAOLACK,-0.701,NEGATIF_FORT,TECHNIQUE,2026-05-09
POST_f8064b75e8,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,SAINT_LOUIS,-0.516,NEGATIF_FORT,AUTRE,2026-05-16
POST_ba7d785613,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,WHATSAPP,KAOLACK,0.766,POSITIF,POSITIF,2026-05-14
POST_710ea18d20,WAVE,frais wave trop cher orange money moins cher,FR,TWITTER,KAOLACK,-0.768,NEGATIF_FORT,TARIF,2026-05-05
POST_d871142ab1,TER,ter pratique rapide entre dakar top,FR,TWITTER,ZIGUINCHOR,0.7,POSITIF,POSITIF,2026-05-11
POST_dd1493e27f,FREE_MONEY,free money lent par rapport améliorer,FR,FACEBOOK,ZIGUINCHOR,-0.446,NEGATIF,TECHNIQUE,2026-05-30
POST_ee752ce7e5,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,DAKAR,0.063,NEUTRE,AUTRE,2026-05-19
POST_a075e55647,WAVE,wave dafa dafa yomb,WO,WHATSAPP,THIES,0.868,POSITIF,POSITIF,2026-05-20
POST_808adf385d,TER,ter dafa rafet,WO,WHATSAPP,SAINT_LOUIS,0.933,POSITIF,POSITIF,2026-05-13
POST_eabcd66d25,FREE_MONEY,free money simple pratique pour les petites sommes,FR,WHATSAPP,DAKAR,0.758,POSITIF,POSITIF,2026-05-10
POST_a14fd2b27d,TER,ter bondé aux heures prévoir extension nécessaire,FR,WHATSAPP,KAOLACK,0.084,NEUTRE,AUTRE,2026-05-18
POST_f11d848327,TER,ter bondé aux heures prévoir extension nécessaire,FR,WHATSAPP,DAKAR,-0.072,NEGATIF,AUTRE,2026-05-13
POST_9e3202524a,ORANGE_MONEY,orange money cher dafa neka,WO,WHATSAPP,DAKAR,-0.78,NEGATIF_FORT,TARIF,2026-05-24
POST_2b50a2920f,FREE_MONEY,free money dafa baax mais support dafa teye,WO,TWITTER,ZIGUINCHOR,-0.06,NEGATIF,TECHNIQUE,2026-05-23
POST_e2985bf0b4,SENELEC,facture senelec frais anormaux mois,FR,FACEBOOK,SAINT_LOUIS,-0.081,NEGATIF,TARIF,2026-05-14
POST_c3bbada7f0,FREE_MONEY,compte free money bloqué sans explication support,FR,FACEBOOK,SAINT_LOUIS,-0.695,NEGATIF_FORT,TECHNIQUE,2026-05-06
POST_48c241d1bb,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,TWITTER,KAOLACK,0.934,POSITIF,POSITIF,2026-05-29
POST_e561a97fea,SEN_EAU,pas depuis jours sen eau répond pas,FR,RECLAMATION,SAINT_LOUIS,-0.027,NEGATIF,AUTRE,2026-05-11
POST_92fe129131,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,FACEBOOK,KAOLACK,-0.708,NEGATIF_FORT,SERVICE_CLIENT,2026-05-12
POST_753f9480e2,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,KAOLACK,-0.043,NEGATIF,AUTRE,2026-05-30
POST_7736103cbd,FREE_MONEY,free money simple pratique pour les petites sommes,FR,WHATSAPP,KAOLACK,0.751,POSITIF,POSITIF,2026-05-18
POST_5ac2d417ae,ORANGE_MONEY,orange money cher dafa neka,WO,RECLAMATION,ZIGUINCHOR,-0.663,NEGATIF_FORT,TARIF,2026-05-23
POST_6a047b24f9,FREE_MONEY,free money problem duma gënn,WO,TWITTER,KAOLACK,-0.665,NEGATIF_FORT,AUTRE,2026-05-19
POST_04adbeda0b,TER,application ter bug impossible ticket,FR,RECLAMATION,SAINT_LOUIS,-0.66,NEGATIF_FORT,TECHNIQUE,2026-05-29
POST_d11156dd7c,TER,ter ponctuel voyage confortable,FR,FACEBOOK,SAINT_LOUIS,-0.046,NEGATIF,AUTRE,2026-05-15
POST_9bcb1f106e,WAVE,wave the best mobile money service fast and reliable,EN,WHATSAPP,SAINT_LOUIS,0.751,POSITIF,POSITIF,2026-05-08
POST_366cc4af7a,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,DAKAR,-0.624,NEGATIF_FORT,AUTRE,2026-05-03
POST_c2b6111ac4,ORANGE_MONEY,orange money dafa problem nekkul,WO,TWITTER,SAINT_LOUIS,-0.847,NEGATIF_FORT,TECHNIQUE,2026-05-02
POST_0361e7e70a,SEN_EAU,pas depuis jours sen eau répond pas,FR,TWITTER,SAINT_LOUIS,0.099,NEUTRE,AUTRE,2026-05-03
POST_9a7460057e,FREE_MONEY,free money dafa baax mais support dafa teye,WO,RECLAMATION,SAINT_LOUIS,0.077,NEUTRE,TECHNIQUE,2026-05-22
POST_ba52791797,WAVE,frais wave trop cher orange money moins cher,FR,RECLAMATION,DAKAR,-0.731,NEGATIF_FORT,TARIF,2026-05-13
POST_7d167e13c3,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,RECLAMATION,KAOLACK,-0.869,NEGATIF_FORT,TECHNIQUE,2026-05-10
POST_e18cdaed4e,ORANGE_MONEY,orange money dafa problem nekkul,WO,TWITTER,SAINT_LOUIS,-0.734,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_3f4a47c07d,TER,ter bondé aux heures prévoir extension nécessaire,FR,TWITTER,ZIGUINCHOR,-0.029,NEGATIF,AUTRE,2026-05-03
POST_6bc56b8ad0,WAVE,wave rapide meilleur service mobile money sénégal,FR,TWITTER,ZIGUINCHOR,0.699,POSITIF,POSITIF,2026-05-01
POST_51f29035ce,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,KAOLACK,-0.759,NEGATIF_FORT,TECHNIQUE,2026-05-12
POST_a337e35aeb,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,KAOLACK,-0.787,NEGATIF_FORT,TECHNIQUE,2026-05-26
POST_f51a523cb8,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,ZIGUINCHOR,-0.941,NEGATIF_FORT,AUTRE,2026-05-15
POST_f0da71e400,FREE_MONEY,free money lent par rapport améliorer,FR,WHATSAPP,DAKAR,-0.576,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_c38884c025,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,RECLAMATION,THIES,-0.811,NEGATIF_FORT,TECHNIQUE,2026-05-17
POST_8c1f4be998,FREE_MONEY,free money lent par rapport améliorer,FR,FACEBOOK,ZIGUINCHOR,-0.589,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_a5501e03ef,SEN_EAU,facture sen eau anormalement élevée,FR,WHATSAPP,SAINT_LOUIS,0.07,NEUTRE,AUTRE,2026-05-10
POST_a5547bf2e9,WAVE,wave excellent recommande tous,FR,WHATSAPP,KAOLACK,0.248,NEUTRE,TECHNIQUE,2026-05-24
POST_ce55d5675a,WAVE,frais wave trop cher orange money moins cher,FR,WHATSAPP,SAINT_LOUIS,-0.771,NEGATIF_FORT,TARIF,2026-05-15
POST_dc88be5572,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,SAINT_LOUIS,-0.08,NEGATIF,SERVICE_CLIENT,2026-05-09
POST_aa7ccb17ca,SEN_EAU,pas depuis jours sen eau répond pas,FR,FACEBOOK,SAINT_LOUIS,-0.077,NEGATIF,AUTRE,2026-05-14
POST_fb2260a6d1,ORANGE_MONEY,orange money dafa problem nekkul,WO,RECLAMATION,SAINT_LOUIS,-0.657,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_6fad98b10e,WAVE,wave dafa duma gënn xaalis,WO,RECLAMATION,ZIGUINCHOR,-0.932,NEGATIF_FORT,TECHNIQUE,2026-05-03
POST_4d2d5f445e,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,ZIGUINCHOR,-0.937,NEGATIF_FORT,AUTRE,2026-05-29
POST_068e935401,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,SAINT_LOUIS,-0.059,NEGATIF,SERVICE_CLIENT,2026-05-03
POST_b3b81f6b54,SENELEC,facture senelec frais anormaux mois,FR,WHATSAPP,KAOLACK,0.049,NEUTRE,TARIF,2026-05-07
POST_6141a2763e,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,RECLAMATION,DAKAR,-0.684,NEGATIF_FORT,TECHNIQUE,2026-05-18
POST_8d1c854eff,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,SAINT_LOUIS,-0.05,NEGATIF,SERVICE_CLIENT,2026-05-29
POST_3c21ccc5f6,TER,ter pratique rapide entre dakar top,FR,FACEBOOK,SAINT_LOUIS,0.694,POSITIF,POSITIF,2026-05-03
POST_d95c71cba6,TER,ter dafa rafet,WO,RECLAMATION,KAOLACK,0.792,POSITIF,POSITIF,2026-05-20
POST_4d8fb4f215,SEN_EAU,sen eau problem dafa neka,WO,FACEBOOK,SAINT_LOUIS,-0.785,NEGATIF_FORT,AUTRE,2026-05-01
POST_3b1f4b6622,ORANGE_MONEY,orange money dafa problem nekkul,WO,TWITTER,DAKAR,-0.657,NEGATIF_FORT,TECHNIQUE,2026-05-02
POST_65fb16ea7b,SENELEC,coupure senelec depuis quand que revient,FR,RECLAMATION,DAKAR,0.083,NEUTRE,AUTRE,2026-05-02
POST_835ab0a325,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,FACEBOOK,SAINT_LOUIS,-0.799,NEGATIF_FORT,TECHNIQUE,2026-05-25
POST_3aa273b3ae,WAVE,wave the best mobile money service fast and reliable,EN,RECLAMATION,ZIGUINCHOR,0.757,POSITIF,POSITIF,2026-05-10
POST_80ea25beb3,SEN_EAU,est revenue après sen eau enfin réactif,FR,RECLAMATION,SAINT_LOUIS,0.003,NEUTRE,AUTRE,2026-05-23
POST_e1a85489b4,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,WHATSAPP,SAINT_LOUIS,-0.628,NEGATIF_FORT,AUTRE,2026-05-02
POST_8108040ef9,TER,application ter bug impossible ticket,FR,FACEBOOK,KAOLACK,-0.709,NEGATIF_FORT,TECHNIQUE,2026-05-12
POST_7a8f5bf39f,WAVE,wave remboursé top,FR,FACEBOOK,DAKAR,0.766,POSITIF,POSITIF,2026-05-11
POST_0817f52731,SEN_EAU,facture sen eau anormalement élevée,FR,TWITTER,ZIGUINCHOR,-0.018,NEGATIF,AUTRE,2026-05-21
POST_ef62272dca,SEN_EAU,est revenue après sen eau enfin réactif,FR,RECLAMATION,ZIGUINCHOR,-0.039,NEGATIF,AUTRE,2026-05-16
POST_de64d67312,TER,ter dafa rafet,WO,FACEBOOK,SAINT_LOUIS,0.781,POSITIF,POSITIF,2026-05-09
POST_c31a1e7e3a,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,WHATSAPP,SAINT_LOUIS,0.205,NEUTRE,POSITIF,2026-05-30
POST_99c53d1731,SENELEC,facture senelec frais anormaux mois,FR,FACEBOOK,SAINT_LOUIS,-0.024,NEGATIF,TARIF,2026-05-09
POST_3690a186cf,ORANGE_MONEY,orange money fraud lost money this morning,EN,FACEBOOK,SAINT_LOUIS,-0.913,NEGATIF_FORT,FRAUDE,2026-05-12
POST_70a54fe564,FREE_MONEY,free money dafa baax mais support dafa teye,WO,RECLAMATION,DAKAR,0.09,NEUTRE,TECHNIQUE,2026-05-28
POST_943b3cccdc,FREE_MONEY,free money simple pratique pour les petites sommes,FR,FACEBOOK,THIES,0.805,POSITIF,POSITIF,2026-05-08
POST_055d66905c,SENELEC,senelec délestage tous les ras bol,FR,TWITTER,KAOLACK,-0.7,NEGATIF_FORT,AUTRE,2026-05-26
POST_99df496f4b,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,FACEBOOK,DAKAR,-0.688,NEGATIF_FORT,TECHNIQUE,2026-05-23
POST_83113563de,TER,ter pratique rapide entre dakar top,FR,FACEBOOK,DAKAR,0.669,POSITIF,POSITIF,2026-05-25
POST_c209b1978e,SENELEC,senelec problem dafa metti,WO,WHATSAPP,SAINT_LOUIS,-0.584,NEGATIF_FORT,AUTRE,2026-05-17
POST_29b516fb36,FREE_MONEY,free money lent par rapport améliorer,FR,WHATSAPP,KAOLACK,-0.562,NEGATIF_FORT,TECHNIQUE,2026-05-05
POST_9cc070a389,TER,ter ponctuel voyage confortable,FR,WHATSAPP,SAINT_LOUIS,-0.039,NEGATIF,AUTRE,2026-05-21
POST_2a7e0b1124,SEN_EAU,est revenue après sen eau enfin réactif,FR,RECLAMATION,ZIGUINCHOR,0.064,NEUTRE,AUTRE,2026-05-03
POST_d7c21078e6,TER,ter dafa rafet,WO,TWITTER,THIES,0.816,POSITIF,POSITIF,2026-05-07
POST_eb829d0db0,ORANGE_MONEY,orange money fraud lost money this morning,EN,WHATSAPP,ZIGUINCHOR,-0.91,NEGATIF_FORT,FRAUDE,2026-05-13
POST_909e2d6ecd,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,THIES,-0.83,NEGATIF_FORT,AUTRE,2026-05-19
POST_e75e57dfed,SEN_EAU,sen eau problem dafa neka,WO,RECLAMATION,ZIGUINCHOR,-0.706,NEGATIF_FORT,AUTRE,2026-05-23
POST_ac81cfaacf,ORANGE_MONEY,les frais cachés orange,FR,TWITTER,SAINT_LOUIS,-0.811,NEGATIF_FORT,TARIF,2026-05-19
POST_9263ea3ec2,TER,ter retard encore infos temps réel impossible,FR,RECLAMATION,ZIGUINCHOR,-0.71,NEGATIF_FORT,AUTRE,2026-05-13
POST_86b69150bd,SENELEC,senelec dafa xam dina tax,WO,WHATSAPP,ZIGUINCHOR,-0.703,NEGATIF_FORT,TECHNIQUE,2026-05-04
POST_bc54bb5548,SEN_EAU,est revenue après sen eau enfin réactif,FR,RECLAMATION,DAKAR,0.091,NEUTRE,AUTRE,2026-05-02
POST_98ae3daf81,WAVE,wave rapide meilleur service mobile money sénégal,FR,FACEBOOK,ZIGUINCHOR,0.686,POSITIF,POSITIF,2026-05-06
POST_cc44cce223,SENELEC,senelec dafa xam dina tax,WO,RECLAMATION,KAOLACK,-0.759,NEGATIF_FORT,TECHNIQUE,2026-05-30
POST_be2c8db055,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,KAOLACK,0.005,NEUTRE,AUTRE,2026-05-17
POST_404ed740fa,SEN_EAU,sen eau problem dafa neka,WO,TWITTER,DAKAR,-0.763,NEGATIF_FORT,AUTRE,2026-05-04
POST_4172cf1c77,SEN_EAU,sen eau problem dafa neka,WO,TWITTER,SAINT_LOUIS,-0.66,NEGATIF_FORT,AUTRE,2026-05-21
POST_1b8be341a1,FREE_MONEY,free money simple pratique pour les petites sommes,FR,WHATSAPP,SAINT_LOUIS,0.732,POSITIF,POSITIF,2026-05-07
POST_d47382395c,ORANGE_MONEY,orange money fraud lost money this morning,EN,RECLAMATION,DAKAR,-0.919,NEGATIF_FORT,FRAUDE,2026-05-20
POST_7ef233e2fc,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,TWITTER,SAINT_LOUIS,0.787,POSITIF,POSITIF,2026-05-27
POST_21210dac1c,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,SAINT_LOUIS,-0.664,NEGATIF_FORT,TECHNIQUE,2026-05-17
POST_577f2287c2,TER,ter dafa rafet,WO,RECLAMATION,DAKAR,0.839,POSITIF,POSITIF,2026-05-27
POST_c96203996e,SEN_EAU,sen eau service client attente interminable,FR,FACEBOOK,ZIGUINCHOR,-0.004,NEGATIF,SERVICE_CLIENT,2026-05-22
